"","id","score","%id"
"46182","seq59854",-0.281552,59.4
"46189","seq59862",-0.373135,38
"46192","seq59865",-0.407908,33.8
"46199","seq59872",-0.396157,51.4
"46205","seq59878",-0.300333,50.7
"46208","seq59884",-0.361645,43.8
"46216","seq59895",-0.325843,51
"46221","seq59901",-0.211386,46.7
"46223","seq59903",-0.259817,38.2
"46237","seq59924",-0.361248,43.1
"46238","seq59925",-0.319246,49.2
"46247","seq59936",-0.274037,42.1
"46252","seq59944",-0.363258,50
"46257","seq59950",-0.178172,49.3
"46259","seq59952",-0.360179,51.2
"46265","seq59958",-0.308326,45.7
"46270","seq59966",-0.308857,65.1
"46272","seq59968",-0.358231,50
"46277","seq59973",-0.33048,56.5
"46287","seq59986",-0.18539,59.2
"46292","seq59992",-0.353245,39.3
"46301","seq60006",-0.334234,47.1
"46303","seq60008",-0.401777,42.9
"46307","seq60012",-0.299621,47.2
"46309","seq60018",-0.405992,50
"46312","seq60021",-0.355351,46.4
"46314","seq60024",-0.333365,45.8
"46315","seq60025",-0.369844,47.2
"46326","seq60040",-0.415245,43.8
"46331","seq60047",-0.186326,57
"46332","seq60048",-0.281969,47.9
"46336","seq60052",-0.306881,86.8
"46337","seq60053",-0.362467,33.3
"46340","seq60057",-0.297214,52.6
"46344","seq60062",-0.459902,71
"46345","seq60063",-0.313238,41.2
"46348","seq60066",-0.39519,48.3
"46349","seq60067",-0.315783,38.3
"46357","seq60079",-0.329576,35.3
"46358","seq60080",-0.296527,58.1
"46367","seq60091",-0.208087,52.6
"46370","seq60094",-0.487931,53
"46373","seq60099",-0.363564,50
"46375","seq60101",-0.390252,39.3
"46376","seq60102",-0.258284,45.8
"46386","seq60115",-0.37298,41.3
"46393","seq60122",-0.327127,43.2
"46394","seq60123",-0.227496,51.3
"46395","seq60124",-0.40333,45.5
"46396","seq60125",-0.284321,50
"46404","seq60137",-0.29133,54
"46411","seq60146",-0.397141,53.7
"46412","seq60147",-0.433825,43.2
"46413","seq60148",-0.263589,57.7
"46421","seq60159",-0.310788,50
"46422","seq60160",-0.354343,47.2
"46424","seq60164",-0.436121,56.4
"46426","seq60166",-0.362698,46.2
"46427","seq60167",-0.285872,49.3
"46429","seq60169",-0.211884,48.8
"46430","seq60170",-0.274797,35.8
"46433","seq60174",-0.44121,39.7
"46442","seq60186",-0.311484,37.9
"46444","seq60188",-0.248386,51.9
"46454","seq60200",-0.190474,67.9
"46457","seq60203",-0.308539,48.3
"46466","seq60215",-0.355042,45.8
"46471","seq60222",-0.33899,47.6
"46474","seq60228",-0.279879,62.5
"46477","seq60231",-0.448111,52.5
"46484","seq60239",-0.203015,65.7
"46485","seq60240",-0.301602,41.5
"46491","seq60246",-0.293768,51
"46494","seq60249",-0.241515,49.4
"46496","seq60252",-0.507434,47.7
"46514","seq60274",-0.249822,59.7
"46515","seq60275",-0.467326,54.4
"46518","seq60278",-0.309695,49.2
"46519","seq60279",-0.310463,38.4
"46522","seq60282",-0.286686,53.6
"46532","seq60296",-0.301703,50
"46534","seq60299",-0.272252,43.3
"46535","seq60301",-0.330752,44
"46545","seq60314",-0.388361,41.7
"46547","seq60316",-0.300813,47.4
"46557","seq60330",-0.280625,46.8
"46564","seq60339",-0.479236,38.4
"46569","seq60344",-0.390913,51.2
"46571","seq60346",-0.27343,51.3
"46573","seq60348",-0.326708,51.4
"46576","seq60352",-0.182182,73.2
"46578","seq60354",-0.276855,50
"46583","seq60360",-0.341447,58.2
"46590","seq60368",-0.284541,51.4
"46599","seq60380",-0.202338,52.5
"46604","seq60386",-0.333154,58.6
"46605","seq60387",-0.24832,48.7
"46606","seq60388",-0.357074,38.8
"46613","seq60397",-0.287774,47.9
"46614","seq60398",-0.287398,56.4
"46621","seq60407",-0.325341,51.6
"46632","seq60420",-0.209356,57
"46633","seq60421",-0.390426,38.6
"46637","seq60426",-0.371752,42.2
"46641","seq60433",-0.314612,52.6
"46644","seq60437",-0.376782,50.9
"46649","seq60443",-0.292102,32.8
"46650","seq60444",-0.300047,43.8
"46652","seq60447",-0.276612,55.4
"46660","seq60457",-0.325532,46.5
"46661","seq60458",-0.328205,38.7
"46667","seq60467",-0.28307,54.2
"46670","seq60472",-0.2332,55.3
"46673","seq60478",-0.285351,42.9
"46676","seq60482",-0.320688,43.8
"46677","seq60483",-0.250796,44.4
"46683","seq60492",-0.278524,49.3
"46690","seq60502",-0.408766,44.1
"46691","seq60503",-0.242211,49.3
"46694","seq60508",-0.346728,36.4
"46699","seq60514",-0.249519,58.8
"46702","seq60518",-0.379844,39.4
"46709","seq60527",-0.421345,64.4
"46713","seq60531",-0.331583,36.9
"46714","seq60533",-0.349588,49.4
"46719","seq60542",-0.359658,50
"46720","seq60543",-0.384994,30.3
"46723","seq60547",-0.369977,50
"46725","seq60549",-0.18605,56.8
"46726","seq60550",-0.257733,60
"46728","seq60554",-0.319733,46.9
"46730","seq60558",-0.17597,92.5
"46731","seq60559",-0.280143,56.7
"46741","seq60572",-0.312794,48
"46747","seq60579",-0.343718,55.1
"46749","seq60581",-0.220117,39.4
"46750","seq60582",-0.311109,31.6
"46754","seq60586",-0.384772,37.7
"46757","seq60589",-0.298501,53.2
"46761","seq60594",-0.454945,43.5
"46770","seq60607",-0.176059,45.6
"46776","seq60613",-0.262379,50.6
"46778","seq60616",-0.277417,49.2
"46784","seq60624",-0.299106,42.5
"46786","seq60626",-0.362485,50
"46788","seq60629",-0.330106,59.7
"46789","seq60631",-0.179481,62
"46791","seq60633",-0.259444,59.7
"46796","seq60639",-0.367173,38.6
"46799","seq60642",-0.259632,59.7
"46802","seq60646",-0.281426,42.2
"46805","seq60650",-0.215514,54.9
"46812","seq60658",-0.320596,35.3
"46818","seq60664",-0.324724,43.3
"46821","seq60667",-0.399232,42.1
"46824","seq60671",-0.274233,44.9
"46827","seq60675",-0.299105,45.9
"46830","seq60679",-0.385488,38.8
"46832","seq60684",-0.362395,48.8
"46844","seq60701",-0.31271,41.5
"46847","seq60704",-0.500804,46.5
"46849","seq60706",-0.37321,44.1
"46852","seq60711",-0.345234,59.7
"46853","seq60712",-0.206938,55.8
"46862","seq60726",-0.282971,50
"46865","seq60730",-0.419858,51.2
"46870","seq60738",-0.306756,54.4
"46874","seq60742",-0.282391,57.8
"46876","seq60744",-0.306139,55.4
"46883","seq60754",-0.239905,66.2
"46895","seq60769",-0.286974,62.2
"46898","seq60772",-0.27083,42.6
"46906","seq60781",-0.397652,46
"46913","seq60790",-0.288027,40
"46915","seq60792",-0.276313,48.1
"46918","seq60796",-0.212002,44.9
"46920","seq60798",-0.248442,55.4
"46925","seq60806",-0.32864,44.7
"46931","seq60812",-0.395722,47.6
"46935","seq60817",-0.289839,65.1
"46940","seq60823",-0.233706,58.1
"46941","seq60824",-0.199445,58
"46946","seq60829",-0.3339,50
"46948","seq60832",-0.123759,75.3
"46949","seq60833",-0.31463,41.7
"46951","seq60835",-0.289389,53.8
"46954","seq60840",-0.385994,59.4
"46956","seq60842",-0.35775,46.7
"46958","seq60845",-0.461632,45.6
"46959","seq60846",-0.415584,48.6
"46977","seq60871",-0.299599,58.9
"46981","seq60875",-0.238597,53.2
"47005","seq60906",-0.273378,56.8
"47011","seq60915",-0.375619,65.4
"47021","seq60928",-0.243155,44.6
"47024","seq60934",-0.412634,56.8
"47025","seq60935",-0.240426,43.3
"47028","seq60939",-0.272481,50
"47031","seq60943",-0.257664,44.3
"47032","seq60945",-0.307954,49.3
"47035","seq60949",-0.325564,57.4
"47036","seq60950",-0.356477,44.9
"47037","seq60951",-0.37466,57.4
"47038","seq60953",-0.288531,46.4
"47041","seq60957",-0.269442,36.7
"47042","seq60958",-0.281837,57.3
"47049","seq60966",-0.172175,51.7
"47052","seq60969",-0.356478,45.6
"47059","seq60976",-0.368781,42.9
"47066","seq60985",-0.305734,64.9
"47067","seq60987",-0.295658,47.3
"47068","seq60988",-0.28857,45.9
"47072","seq60992",-0.351157,52
"47075","seq60998",-0.362954,42.9
"47080","seq61005",-0.343664,45.1
"47081","seq61006",-0.387735,66.7
"47082","seq61007",-0.395824,46.9
"47083","seq61008",-0.266935,57.7
"47085","seq61010",-0.279305,47.9
"47086","seq61011",-0.326172,37.5
"47096","seq61023",-0.378484,43.3
"47097","seq61025",-0.460005,42.3
"47099","seq61028",-0.437152,41.7
"47104","seq61033",-0.316226,51.9
"47110","seq61040",-0.340473,48.1
"47117","seq61050",-0.478705,67.4
"47118","seq61052",-0.333488,48.1
"47124","seq61059",-0.25103,52.6
"47127","seq61062",-0.292997,39.7
"47129","seq61065",-0.322129,43.9
"47131","seq61068",-0.240392,51.8
"47140","seq61079",-0.283041,54.4
"47150","seq61093",-0.43947,40
"47155","seq61098",-0.177154,91.9
"47160","seq61104",-0.256786,54.5
"47162","seq61106",-0.287209,37.7
"47163","seq61107",-0.286921,42.5
"47172","seq61116",-0.318006,50
"47173","seq61118",-0.307822,50.7
"47176","seq61121",-0.296036,45.7
"47184","seq61129",-0.129446,64.8
"47185","seq61131",-0.187851,69.7
"47187","seq61133",-0.244465,43.2
"47191","seq61137",-0.417513,52.4
"47197","seq61143",-0.316088,58.3
"47203","seq61151",-0.409481,53.2
"47205","seq61153",-0.327837,49.2
"47207","seq61155",-0.27028,47.9
"47208","seq61156",-0.223801,67.5
"47218","seq61172",-0.284888,47.4
"47220","seq61174",-0.258442,56.4
"47224","seq61178",-0.368565,38.7
"47233","seq61188",-0.307054,42
"47244","seq61202",-0.418927,50
"47245","seq61203",-0.42261,51.4
"47248","seq61206",-0.41335,50
"47250","seq61208",-0.302988,46.4
"47251","seq61209",-0.26585,55.1
"47254","seq61212",-0.387819,39.7
"47255","seq61215",-0.145385,82.8
"47256","seq61216",-0.457784,56.5
"47257","seq61217",-0.33805,38.7
"47263","seq61225",-0.264272,58.9
"47274","seq61242",-0.21451,50
"47275","seq61243",-0.357915,52.1
"47276","seq61244",-0.367401,44.8
"47278","seq61247",-0.352353,58.7
"47279","seq61248",-0.322948,54.5
"47280","seq61249",-0.299242,41.9
"47285","seq61257",-0.396593,69.4
"47295","seq61273",-0.354935,44.7
"47300","seq61280",-0.302871,50
"47303","seq61284",-0.33427,57.7
"47308","seq61289",-0.344421,39.3
"47311","seq61293",-0.265822,56.3
"47325","seq61314",-0.335293,61.4
"47331","seq61327",-0.386748,35.9
"47333","seq61329",-0.2226,72
"47341","seq61339",-0.406865,45.9
"47345","seq61345",-0.33429,35.4
"47353","seq61353",-0.323237,55.6
"47355","seq61355",-0.321835,49
"47363","seq61367",-0.32976,50
"47369","seq61375",-0.394465,43.1
"47373","seq61379",-0.410539,28
"47378","seq61386",-0.39447,43.4
"47391","seq61404",-0.325306,46
"47392","seq61406",-0.30156,45.6
"47393","seq61407",-0.326273,48.4
"47397","seq61413",-0.446136,47.9
"47398","seq61414",-0.369668,45
"47408","seq61425",-0.340591,44.3
"47411","seq61431",-0.327887,46.2
"47416","seq61438",-0.331992,53.6
"47425","seq61448",-0.302067,53.8
"47426","seq61449",-0.260439,52.2
"47427","seq61452",-0.26014,42.7
"47429","seq61454",-0.348643,58
"47437","seq61466",-0.246099,61.4
"47443","seq61474",-0.355818,45.1
"47448","seq61482",-0.303051,38.5
"47454","seq61488",-0.27355,38.9
"47455","seq61489",-0.307616,51.4
"47461","seq61496",-0.285132,61.5
"47468","seq61506",-0.355525,48.1
"47480","seq61521",-0.434041,50
"47486","seq61527",-0.291763,50.7
"47487","seq61528",-0.342575,35.4
"47488","seq61529",-0.306189,39.3
"47489","seq61530",-0.310607,55.4
"47495","seq61536",-0.317537,56.8
"47496","seq61538",-0.388908,43.8
"47502","seq61547",-0.34979,45
"47505","seq61552",-0.479029,40
"47508","seq61555",-0.346013,48.3
"47510","seq61557",-0.36443,50.8
"47519","seq61572",-0.349781,58.9
"47521","seq61574",-0.305387,37.1
"47522","seq61575",-0.345232,48.7
"47536","seq61590",-0.262773,50.8
"47542","seq61597",-0.310019,46
"47546","seq61601",-0.362685,45.6
"47551","seq61610",-0.419855,54.2
"47554","seq61613",-0.271969,45.2
"47560","seq61619",-0.294413,61.1
"47561","seq61621",-0.246506,59.1
"47562","seq61622",-0.300291,54.4
"47565","seq61626",-0.26506,49
"47570","seq61632",-0.215544,55.3
"47574","seq61637",-0.25946,43.2
"47576","seq61639",-0.32522,35.6
"47577","seq61640",-0.303125,50.9
"47584","seq61649",-0.376314,52.4
"47592","seq61658",-0.360201,40
"47594","seq61661",-0.28971,46.7
"47598","seq61666",-0.312331,47.5
"47600","seq61668",-0.308387,51
"47611","seq61686",-0.244911,51.6
"47612","seq61687",-0.278351,53.8
"47618","seq61694",-0.287856,44.9
"47621","seq61702",-0.346262,36.1
"47628","seq61712",-0.372886,49.3
"47629","seq61714",-0.324419,41.6
"47630","seq61715",-0.427454,44.4
"47632","seq61717",-0.362616,65.2
"47633","seq61719",-0.491825,38.6
"47645","seq61732",-0.329996,59.6
"47646","seq61734",-0.277999,66.7
"47651","seq61740",-0.384147,51.2
"47653","seq61742",-0.353208,53.8
"47654","seq61744",-0.228076,92.6
"47666","seq61759",-0.26451,50
"47672","seq61766",-0.282796,53.9
"47683","seq61781",-0.34933,39.4
"47686","seq61784",-0.329056,58.5
"47692","seq61793",-0.323675,46.8
"47697","seq61799",-0.212271,44.4
"47705","seq61809",-0.387407,52.3
"47706","seq61811",-0.335825,60.4
"47707","seq61813",-0.478806,43.3
"47709","seq61817",-0.281373,48.5
"47710","seq61818",-0.376397,44.3
"47713","seq61822",-0.35261,36.8
"47716","seq61825",-0.326745,44.1
"47723","seq61834",-0.266997,55.4
"47731","seq61847",-0.370295,43.8
"47737","seq61853",-0.384562,47.5
"47743","seq61863",-0.357575,48.7
"47747","seq61870",-0.297255,51.4
"47751","seq61877",-0.269953,57.9
"47758","seq61886",-0.353391,34.2
"47762","seq61891",-0.263873,52.4
"47765","seq61896",-0.38176,50
"47768","seq61899",-0.475566,44.7
"47769","seq61900",-0.290302,45.6
"47774","seq61909",-0.276378,31
"47776","seq61911",-0.425857,39
"47784","seq61921",-0.288464,55.8
"47791","seq61929",-0.486382,53.3
"47799","seq61941",-0.297177,46.6
"47800","seq61942",-0.287195,55.7
"47801","seq61943",-0.373494,42.1
"47802","seq61946",-0.278262,49.3
"47803","seq61947",-0.24984,55.7
"47810","seq61955",-0.340334,49.3
"47811","seq61956",-0.484773,45.1
"47812","seq61957",-0.443398,60.8
"47819","seq61968",-0.27405,48.8
"47827","seq61976",-0.349586,40
"47828","seq61977",-0.395019,47.3
"47834","seq61985",-0.215702,70.1
"47840","seq61993",-0.363224,81.7
"47843","seq61999",-0.2709,55.3
"47848","seq62008",-0.215676,57.3
"47851","seq62011",-0.278169,44.6
"47853","seq62017",-0.308316,30.2
"47855","seq62019",-0.443224,40.8
"47859","seq62024",-0.267622,63.8
"47860","seq62025",-0.223326,44.7
"47864","seq62029",-0.285613,52.3
"47865","seq62030",-0.36456,39.7
"47868","seq62034",-0.18471,55.6
"47877","seq62047",-0.274071,60
"47879","seq62050",-0.213296,50
"47883","seq62055",-0.382621,42
"47890","seq62066",-0.24833,69.2
"47892","seq62068",-0.430887,55.6
"47899","seq62077",-0.329893,43.3
"47900","seq62078",-0.272755,32.9
"47903","seq62081",-0.129135,65.9
"47904","seq62082",-0.357475,38.3
"47905","seq62083",-0.31317,47.8
"47906","seq62084",-0.423877,65.2
"47910","seq62088",-0.385049,47.1
"47918","seq62096",-0.293677,35.7
"47921","seq62101",-0.353939,47.4
"47923","seq62103",-0.379846,49.2
"47927","seq62108",-0.454803,48.4
"47929","seq62111",-0.19524,53.4
"47931","seq62113",-0.378742,39
"47933","seq62115",-0.400476,50
"47934","seq62116",-0.518229,54.1
"47935","seq62117",-0.41999,42.9
"47937","seq62119",-0.313151,50
"47938","seq62120",-0.313275,44.6
"47940","seq62125",-0.209968,68.1
"47944","seq62130",-0.313565,49.2
"47951","seq62138",-0.376314,49.2
"47960","seq62147",-0.403972,41.1
"47961","seq62148",-0.326837,42.9
"47963","seq62151",-0.249721,46.4
"47972","seq62160",-0.283869,60
"47974","seq62162",-0.343945,36.1
"47976","seq62164",-0.309514,47.7
"47980","seq62169",-0.248515,51.9
"47985","seq62174",-0.308582,31
"47986","seq62175",-0.245012,54.9
"47988","seq62177",-0.235161,45.3
"47990","seq62181",-0.37249,50
"47994","seq62185",-0.385724,40
"47995","seq62186",-0.207584,61.5
"47996","seq62189",-0.471575,38
"48006","seq62202",-0.254045,54.4
"48010","seq62206",-0.31764,44.6
"48016","seq62214",-0.269884,44.1
"48034","seq62237",-0.270262,47.9
"48037","seq62240",-0.309208,63
"48041","seq62247",-0.370171,36.4
"48047","seq62254",-0.292786,46.1
"48050","seq62257",-0.323982,32.4
"48051","seq62258",-0.266958,37.9
"48055","seq62262",-0.418317,49
"48057","seq62265",-0.296214,33.9
"48059","seq62267",-0.361816,48.5
"48063","seq62274",-0.238345,49.3
"48064","seq62275",-0.422697,40
"48078","seq62292",-0.365337,55.6
"48079","seq62293",-0.335632,47.6
"48081","seq62295",-0.267815,52.5
"48082","seq62297",-0.277732,57.7
"48086","seq62303",-0.383702,46
"48088","seq62306",-0.292498,38.7
"48089","seq62307",-0.347669,71.4
"48090","seq62309",-0.245748,45.8
"48104","seq62325",-0.358568,40.8
"48105","seq62328",-0.259109,47.2
"48107","seq62330",-0.338299,56.8
"48110","seq62334",-0.320701,53.5
"48116","seq62341",-0.320763,65.9
"48117","seq62343",-0.286654,44.7
"48125","seq62354",-0.292001,38.9
"48127","seq62356",-0.271648,51.3
"48131","seq62361",-0.242525,41.6
"48133","seq62364",-0.430201,51.2
"48137","seq62368",-0.317048,52.6
"48141","seq62373",-0.144292,66.7
"48147","seq62379",-0.458625,50
"48150","seq62382",-0.298934,50.8
"48153","seq62385",-0.317371,45.3
"48155","seq62387",-0.352693,34.6
"48158","seq62391",-0.401386,50
"48169","seq62403",-0.419492,100
"48170","seq62404",-0.285314,61.1
"48180","seq62417",-0.359454,43.6
"48183","seq62423",-0.261073,62.2
"48187","seq62427",-0.230248,49.3
"48191","seq62432",-0.213275,48.7
"48201","seq62443",-0.313292,42.3
"48202","seq62444",-0.355161,50
"48204","seq62446",-0.398021,47.7
"48218","seq62465",-0.298687,54.8
"48219","seq62468",-0.248575,56.1
"48224","seq62475",-0.226136,38.2
"48226","seq62477",-0.390535,51.2
"48228","seq62479",-0.333394,34.8
"48229","seq62480",-0.165322,54.5
"48235","seq62487",-0.24929,55.6
"48236","seq62489",-0.289508,40
"48241","seq62498",-0.355302,52.9
"48246","seq62503",-0.350839,43.8
"48248","seq62505",-0.25243,60.7
"48251","seq62508",-0.303567,61.7
"48260","seq62523",-0.304224,43.3
"48278","seq62544",-0.42275,40.5
"48286","seq62554",-0.346944,37.5
"48290","seq62559",-0.468275,45.5
"48297","seq62569",-0.272125,64.3
"48298","seq62571",-0.359412,49.4
"48302","seq62577",-0.371825,46.4
"48304","seq62579",-0.308493,43.1
"48308","seq62583",-0.328866,45.3
"48314","seq62592",-0.248194,49.2
"48324","seq62605",-0.261024,56.4
"48326","seq62607",-0.321267,60
"48329","seq62613",-0.234473,66.3
"48334","seq62622",-0.293084,57.4
"48335","seq62623",-0.395269,46.7
"48336","seq62625",-0.254715,44.1
"48337","seq62626",-0.237813,52.1
"48343","seq62632",-0.293488,56
"48344","seq62633",-0.368804,46.7
"48348","seq62638",-0.295681,53.4
"48351","seq62644",-0.22207,57.1
"48358","seq62657",-0.335914,43.9
"48359","seq62659",-0.348434,52
"48361","seq62661",-0.266292,56.5
"48366","seq62667",-0.439738,40
"48369","seq62670",-0.232647,44.4
"48373","seq62674",-0.340515,44.9
"48379","seq62683",-0.293241,45.5
"48383","seq62690",-0.424215,43.4
"48384","seq62691",-0.408372,63.3
"48386","seq62693",-0.153597,55.7
"48388","seq62695",-0.269135,48.7
"48394","seq62703",-0.346376,59.4
"48396","seq62705",-0.352668,34.9
"48398","seq62707",-0.245428,52.9
"48399","seq62708",-0.313551,64.3
"48400","seq62709",-0.281286,60.8
"48409","seq62720",-0.310429,48.4
"48412","seq62727",-0.335683,47.8
"48413","seq62728",-0.280597,34.3
"48416","seq62731",-0.189343,50.7
"48417","seq62733",-0.263359,55
"48423","seq62744",-0.407942,41.8
"48430","seq62755",-0.430527,57.9
"48434","seq62762",-0.4149,31.2
"48437","seq62766",-0.270321,51.5
"48443","seq62773",-0.361941,51.2
"48451","seq62786",-0.28809,55.1
"48452","seq62787",-0.429399,52.8
"48453","seq62788",-0.328512,49.3
"48460","seq62796",-0.323348,48.5
"48461","seq62797",-0.244516,38.2
"48466","seq62805",-0.32417,52.7
"48471","seq62811",-0.420678,42.9
"48475","seq62815",-0.346235,40
"48477","seq62817",-0.197819,71.4
"48478","seq62818",-0.200882,47.4
"48482","seq62826",-0.278856,42.3
"48487","seq62834",-0.473184,50.7
"48492","seq62842",-0.338925,43.1
"48493","seq62843",-0.216954,53.4
"48498","seq62849",-0.373784,46.8
"48499","seq62850",-0.467734,46.3
"48503","seq62855",-0.233845,52.7
"48504","seq62856",-0.413675,58.3
"48507","seq62859",-0.276142,44.3
"48512","seq62864",-0.309455,35.6
"48513","seq62865",-0.343132,55.2
"48514","seq62866",-0.255713,34.8
"48524","seq62879",-0.350195,68.4
"48528","seq62883",-0.336931,54.7
"48531","seq62887",-0.323928,47.9
"48550","seq62909",-0.286036,71.4
"48552","seq62913",-0.369312,65.7
"48560","seq62923",-0.366916,43.9
"48563","seq62926",-0.329573,34.7
"48568","seq62931",-0.308976,41.3
"48571","seq62936",-0.340652,45.7
"48572","seq62937",-0.317284,41.7
"48577","seq62944",-0.428605,55.6
"48579","seq62947",-0.19961,51.5
"48581","seq62949",-0.469317,40.4
"48583","seq62951",-0.15463,61.5
"48592","seq62961",-0.312943,60.7
"48602","seq62975",-0.218907,60
"48603","seq62979",-0.375824,44.3
"48604","seq62981",-0.239962,78.6
"48610","seq62991",-0.378336,45.5
"48618","seq62999",-0.22447,44
"48621","seq63004",-0.165854,73.8
"48625","seq63009",-0.285577,50.8
"48629","seq63016",-0.366945,52.8
"48630","seq63017",-0.511749,55.9
"48639","seq63026",-0.246595,60.3
"48642","seq63030",-0.191278,69.6
"48646","seq63034",-0.36445,43.9
"48653","seq63041",-0.382293,44.9
"48657","seq63045",-0.239699,42.3
"48664","seq63054",-0.423265,51.4
"48672","seq63067",-0.399288,35.6
"48685","seq63086",-0.342492,61.2
"48686","seq63088",-0.350768,41.8
"48690","seq63094",-0.320939,59.2
"48700","seq63106",-0.300766,49
"48705","seq63112",-0.227578,51.6
"48706","seq63113",-0.287216,51.9
"48708","seq63115",-0.342991,45.5
"48710","seq63117",-0.286696,50
"48720","seq63129",-0.389016,44.9
"48721","seq63130",-0.283141,55.1
"48727","seq63139",-0.449501,47.1
"48728","seq63140",-0.354564,45.5
"48729","seq63141",-0.266432,44
"48730","seq63143",-0.186804,48.7
"48736","seq63152",-0.31441,42.2
"48740","seq63159",-0.378566,40
"48742","seq63161",-0.207118,54.1
"48743","seq63162",-0.379899,62.1
"48744","seq63163",-0.315476,36.8
"48745","seq63165",-0.275966,43.4
"48750","seq63172",-0.381949,45.7
"48751","seq63173",-0.268347,64.9
"48765","seq63188",-0.309944,60.5
"48766","seq63189",-0.264263,54.5
"48770","seq63193",-0.389223,42.7
"48772","seq63196",-0.171469,63.2
"48778","seq63203",-0.287862,51
"48781","seq63206",-0.210696,59.5
"48782","seq63207",-0.541738,38.6
"48789","seq63215",-0.233876,54.5
"48791","seq63217",-0.341415,46.3
"48796","seq63225",-0.218079,59.4
"48797","seq63226",-0.285202,51.4
"48800","seq63231",-0.277002,53
"48807","seq63243",-0.337765,46.3
"48817","seq63265",-0.445276,54.3
"48820","seq63269",-0.25902,49.4
"48821","seq63270",-0.268497,53.2
"48823","seq63272",-0.291273,60.9
"48827","seq63276",-0.191509,58.5
"48836","seq63285",-0.404037,33.9
"48844","seq63295",-0.257518,64.6
"48845","seq63297",-0.376654,36.4
"48854","seq63308",-0.23123,49.4
"48858","seq63313",-0.431477,80.4
"48859","seq63314",-0.2959,58.1
"48860","seq63315",-0.281408,60.7
"48861","seq63316",-0.270966,50
"48864","seq63322",-0.289864,34.3
"48868","seq63327",-0.348702,52.8
"48870","seq63329",-0.325775,57.9
"48876","seq63337",-0.368225,51.2
"48878","seq63340",-0.292568,52.6
"48880","seq63344",-0.322891,50.8
"48891","seq63358",-0.403728,33.3
"48892","seq63359",-0.310679,43.3
"48893","seq63360",-0.383803,43.5
"48906","seq63378",-0.309238,53.4
"48914","seq63387",-0.249204,40
"48915","seq63388",-0.437971,45.9
"48917","seq63391",-0.422695,53.4
"48921","seq63396",-0.391265,37
"48924","seq63399",-0.319838,56.7
"48925","seq63400",-0.268367,52.8
"48926","seq63401",-0.412093,62.5
"48927","seq63402",-0.248268,53.6
"48928","seq63403",-0.561082,55.8
"48931","seq63406",-0.325404,43.4
"48932","seq63407",-0.287612,36.8
"48936","seq63411",-0.381322,43.1
"48937","seq63412",-0.208359,46.9
"48943","seq63419",-0.378821,49.2
"48949","seq63427",-0.300065,45
"48954","seq63432",-0.310234,35.7
"48965","seq63448",-0.286059,46.4
"48968","seq63451",-0.29807,35.9
"48970","seq63453",-0.39,48.5
"48972","seq63457",-0.383441,38.2
"48977","seq63462",-0.355343,44.8
"48979","seq63465",-0.2657,56.8
"48980","seq63466",-0.342237,50
"48987","seq63473",-0.314051,50.9
"48997","seq63487",-0.317719,33.8
"48999","seq63489",-0.228525,40
"49003","seq63493",-0.324992,57.5
"49006","seq63497",-0.262991,43.8
"49013","seq63506",-0.334967,48.8
"49014","seq63507",-0.382014,51
"49015","seq63508",-0.292945,63.6
"49018","seq63513",-0.43187,37.5
"49027","seq63526",-0.296089,46.7
"49033","seq63536",-0.263148,65.6
"49041","seq63544",-0.231256,67.6
"49042","seq63545",-0.294506,42.3
"49052","seq63560",-0.337468,47.4
"49057","seq63565",-0.306515,52.5
"49066","seq63576",-0.314666,40.3
"49068","seq63579",-0.350995,41.3
"49076","seq63590",-0.329471,50
"49078","seq63595",-0.26841,48
"49081","seq63599",-0.239826,63.3
"49088","seq63608",-0.372818,37.3
"49089","seq63609",-0.303475,59.2
"49093","seq63614",-0.287388,43.1
"49099","seq63624",-0.300163,45.5
"49104","seq63633",-0.354232,49.4
"49105","seq63634",-0.31711,61.8
"49107","seq63637",-0.275582,46.4
"49109","seq63639",-0.386761,47.9
"49113","seq63643",-0.308211,37.1
"49120","seq63654",-0.348264,38.2
"49129","seq63668",-0.462774,65
"49131","seq63670",-0.31314,41.3
"49138","seq63679",-0.329092,53.7
"49139","seq63680",-0.326412,32.8
"49146","seq63687",-0.331492,44.4
"49148","seq63693",-0.31523,46.7
"49152","seq63698",-0.374141,42.2
"49164","seq63717",-0.352745,53.7
"49165","seq63718",-0.401728,48.8
"49170","seq63723",-0.245712,45.3
"49181","seq63737",-0.391667,46.8
"49189","seq63748",-0.342625,43.4
"49194","seq63753",-0.269343,58.9
"49201","seq63761",-0.298997,45.5
"49204","seq63765",-0.27611,51.3
"49209","seq63770",-0.260346,55.7
"49210","seq63771",-0.320398,41.5
"49214","seq63778",-0.19485,48.1
"49219","seq63784",-0.230023,44.9
"49225","seq63791",-0.400089,48.5
"49232","seq63802",-0.222996,48.6
"49234","seq63804",-0.244341,54.9
"49235","seq63805",-0.368838,40
"49238","seq63808",-0.310466,67.6
"49240","seq63810",-0.420908,54.5
"49242","seq63812",-0.286641,44.4
"49245","seq63817",-0.242881,58
"49251","seq63826",-0.277726,44.4
"49257","seq63835",-0.33992,52.2
"49262","seq63841",-0.275423,50.9
"49263","seq63842",-0.300941,36.2
"49271","seq63850",-0.253978,47.1
"49276","seq63856",-0.319613,48.5
"49282","seq63864",-0.274536,54.4
