"","id","score","%id"
"18660","seq18661",-0.327033,0
"18661","seq18662",-0.326269,0
"18662","seq18663",-0.207257,55.1
"18663","seq18664",-0.304643,0
"18664","seq18665",-0.160811,56.2
"18665","seq18666",-0.210957,47
"18666","seq18667",-0.312089,0
"18667","seq18668",-0.220772,65.1
"18668","seq18669",-0.189625,59.8
"18669","seq18670",-0.250184,44
"18670","seq18671",-0.139855,59.5
"18671","seq18672",-0.217714,37.4
"18672","seq18673",-0.209944,65.5
"18673","seq18674",-0.124317,69.6
"18674","seq18675",-0.35982,0
"18675","seq18676",-0.309008,0
"18676","seq18677",-0.227537,0
"18677","seq18678",-0.250738,45.6
"18678","seq18679",-0.335291,35.4
"18679","seq18680",-0.373542,0
"18680","seq18681",-0.308782,0
"18681","seq18682",-0.340827,0
"18682","seq18683",-0.294023,0
"18683","seq18684",-0.103816,74.6
"18684","seq18685",-0.301283,40.3
"18685","seq18686",-0.323344,0
"18686","seq18687",-0.339805,39.3
"18687","seq18688",-0.2204,48.8
"18688","seq18689",-0.41623,0
"18689","seq18690",-0.211411,83.1
"18690","seq18691",-0.244295,0
"18691","seq18692",-0.243381,51.9
"18692","seq18693",-0.116796,68.5
"18693","seq18694",-0.274764,35.8
"18694","seq18695",-0.274921,49.5
"18695","seq18696",-0.221845,35.7
"18696","seq18697",-0.257859,47.7
"18697","seq18698",-0.372245,38.3
"18698","seq18699",-0.408824,0
"18699","seq18700",-0.324049,0
"18700","seq18701",-0.227552,56.9
"18701","seq18702",-0.315047,52
"18702","seq18703",-0.182097,57.3
"18703","seq18704",-0.31282,50
"18704","seq18705",-0.295009,62
"18705","seq18706",-0.241969,40.7
"18706","seq18707",-0.309124,43
"18707","seq18708",-0.208946,55.6
"18708","seq18709",-0.209372,50.7
"18709","seq18710",-0.326483,0
"18710","seq18711",-0.370978,33.3
"18711","seq18712",-0.2084,52.6
"18712","seq18713",-0.335617,0
"18713","seq18714",-0.431829,0
"18714","seq18715",-0.341761,0
"18715","seq18716",-0.330568,0
"18716","seq18717",-0.284291,0
"18717","seq18718",-0.364108,0
"18718","seq18719",-0.271398,0
"18719","seq18720",-0.299862,0
"18720","seq18721",-0.26942,0
"18721","seq18722",-0.335307,0
"18722","seq18723",-0.253927,53.9
"18723","seq18724",-0.405832,0
"18724","seq18725",-0.20653,65
"18725","seq18726",-0.212349,0
"18726","seq18727",-0.240057,51
"18727","seq18728",-0.415391,0
"18728","seq18729",-0.183915,69
"18729","seq18730",-0.179386,43.3
"18730","seq18731",-0.320856,0
"18731","seq18732",-0.248813,42.7
"18732","seq18733",-0.315977,0
"18733","seq18734",-0.097505,72.8
"18734","seq18735",-0.301084,0
"18735","seq18736",-0.386463,0
"18736","seq18737",-0.250526,40.3
"18737","seq18738",-0.217933,41.7
"18738","seq18739",-0.253588,36.2
"18739","seq18740",-0.320686,0
"18740","seq18741",-0.357926,34.6
"18741","seq18742",-0.26338,0
"18742","seq18743",-0.325988,0
"18743","seq18744",-0.286157,36.9
"18744","seq18745",-0.244734,54.8
"18745","seq18746",-0.29813,0
"18746","seq18747",-0.420025,38.4
"18747","seq18748",-0.300006,0
"18748","seq18749",-0.359878,0
"18749","seq18750",-0.410794,43.1
"18750","seq18751",-0.342776,0
"18751","seq18752",-0.376591,0
"18752","seq18753",-0.312823,0
"18753","seq18754",-0.437694,0
"18754","seq18755",-0.18979,67.1
"18755","seq18756",-0.289299,0
"18756","seq18757",-0.313222,0
"18757","seq18758",-0.365388,0
"18758","seq18759",-0.263106,37.7
"18759","seq18760",-0.281895,57
"18760","seq18761",-0.330517,0
"18761","seq18762",-0.295237,0
"18762","seq18763",-0.285017,0
"18763","seq18764",-0.276719,32.5
"18764","seq18765",-0.358096,0
"18765","seq18766",-0.438903,0
"18766","seq18767",-0.285124,0
"18767","seq18768",-0.310294,0
"18768","seq18769",-0.306233,0
"18769","seq18770",-0.361676,0
"18770","seq18771",-0.307027,0
"18771","seq18772",-0.275457,64.4
"18772","seq18773",-0.272949,34.7
"18773","seq18774",-0.310927,0
"18774","seq18775",-0.270077,0
"18775","seq18776",-0.193937,59.8
"18776","seq18777",-0.052599,88
"18777","seq18778",-0.273753,0
"18778","seq18779",-0.405647,0
"18779","seq18780",-0.247385,41.4
"18780","seq18781",-0.245755,0
"18781","seq18782",-0.339983,0
"18782","seq18783",-0.252334,0
"18783","seq18784",-0.26382,46.1
"18784","seq18785",-0.28872,0
"18785","seq18786",-0.253243,46.5
"18786","seq18787",-0.325129,0
"18787","seq18788",-0.285876,0
"18788","seq18789",-0.2446,0
"18789","seq18790",-0.356223,0
"18790","seq18791",-0.140945,67.9
"18791","seq18792",-0.199518,45.3
"18792","seq18793",-0.336567,0
"18793","seq18794",-0.385414,0
"18794","seq18795",-0.383232,0
"18795","seq18796",-0.291741,0
"18796","seq18797",-0.351999,0
"18797","seq18798",-0.335055,0
"18798","seq18799",-0.258424,52.3
"18799","seq18800",-0.100555,86.2
"18800","seq18801",-0.383917,0
"18801","seq18802",-0.331397,33.6
"18802","seq18803",-0.238664,59.2
"18803","seq18804",-0.278546,42.3
"18804","seq18805",-0.222486,46.6
"18805","seq18806",-0.162167,60.4
"18806","seq18807",-0.242745,0
"18807","seq18808",-0.36142,0
"18808","seq18809",-0.309922,0
"18809","seq18810",-0.306217,50.6
"18810","seq18811",-0.388891,0
"18811","seq18812",-0.314402,0
"18812","seq18813",-0.299422,0
"18813","seq18814",-0.208653,60.8
"18814","seq18815",-0.396498,0
"18815","seq18816",-0.297386,0
"18816","seq18817",-0.372145,0
"18817","seq18818",-0.333983,0
"18818","seq18819",-0.157874,90.4
"18819","seq18820",-0.244257,36.6
"18820","seq18821",-0.417378,39
"18821","seq18822",-0.262055,50
"18822","seq18823",-0.361903,0
"18823","seq18824",-0.338607,0
"18824","seq18825",-0.243873,53.5
"18825","seq18826",-0.302492,48.2
"18826","seq18827",-0.2631,47.4
"18827","seq18828",-0.324926,53.8
"18828","seq18829",-0.106918,78.9
"18829","seq18830",-0.333277,0
"18830","seq18831",-0.29224,46.4
"18831","seq18832",-0.396333,0
"18832","seq18833",-0.34265,0
"18833","seq18834",-0.258803,71.4
"18834","seq18835",-0.326345,38.6
"18835","seq18836",-0.35589,0
"18836","seq18837",-0.332944,0
"18837","seq18838",-0.238992,46.6
"18838","seq18839",-0.10889,78.8
"18839","seq18840",-0.179034,71.7
"18840","seq18841",-0.064351,86.2
"18841","seq18842",-0.270641,0
"18842","seq18843",-0.279598,0
"18843","seq18844",-0.378745,0
"18844","seq18845",-0.237008,71.9
"18845","seq18846",-0.27764,54.8
"18846","seq18847",-0.223926,43
"18847","seq18848",-0.262168,39.1
"18848","seq18849",-0.234503,52.7
"18849","seq18850",-0.306894,39
"18850","seq18851",-0.325425,43.3
"18851","seq18852",-0.271549,0
"18852","seq18853",-0.234206,50
"18853","seq18854",-0.30717,0
"18854","seq18855",-0.391091,48.2
"18855","seq18856",-0.289238,0
"18856","seq18857",-0.301244,32.9
"18857","seq18858",-0.324084,0
"18858","seq18859",-0.286114,0
"18859","seq18860",-0.292082,39.4
"18860","seq18861",-0.270352,49.5
"18861","seq18862",-0.155161,87.1
"18862","seq18863",-0.280873,52.5
"18863","seq18864",-0.355594,0
"18864","seq18865",-0.274194,0
"18865","seq18866",-0.378752,0
"18866","seq18867",-0.32144,0
"18867","seq18868",-0.255291,0
"18868","seq18869",-0.364023,76.5
"18869","seq18870",-0.339774,42.5
"18870","seq18871",-0.431412,35.5
"18871","seq18872",-0.296447,59.3
"18872","seq18873",-0.306033,41.6
"18873","seq18874",-0.271838,51.6
"18874","seq18875",-0.332539,0
"18875","seq18876",-0.193946,64.6
"18876","seq18877",-0.304419,45.3
"18877","seq18878",-0.288916,0
"18878","seq18879",-0.252458,45
"18879","seq18880",-0.415386,0
"18880","seq18881",-0.357022,0
"18881","seq18882",-0.220974,60
"18882","seq18883",-0.304165,0
"18883","seq18884",-0.299909,0
"18884","seq18885",-0.443539,0
"18885","seq18886",-0.34134,40.5
"18886","seq18887",-0.431925,39.5
"18887","seq18888",-0.213651,48.2
"18888","seq18889",-0.329191,0
"18889","seq18890",-0.256313,39.4
"18890","seq18891",-0.289572,0
"18891","seq18892",-0.339221,0
"18892","seq18893",-0.310361,0
"18893","seq18894",-0.27131,0
"18894","seq18895",-0.293966,41.1
"18895","seq18896",-0.360225,0
"18896","seq18897",-0.13556,76.9
"18897","seq18898",-0.359893,0
"18898","seq18899",-0.236354,56.3
"18899","seq18900",-0.295156,0
"18900","seq18901",-0.250377,37.8
"18901","seq18902",-0.287155,0
"18902","seq18903",-0.363187,0
"18903","seq18904",-0.325482,0
"18904","seq18905",-0.298611,0
"18905","seq18906",-0.315874,0
"18906","seq18907",-0.341742,48.9
"18907","seq18908",-0.330524,38.9
"18908","seq18909",-0.295918,43.3
"18909","seq18910",-0.201963,72.6
"18910","seq18911",-0.35544,59.6
"18911","seq18912",-0.345842,0
"18912","seq18913",-0.117794,59.6
"18913","seq18914",-0.140849,72.4
"18914","seq18915",-0.355338,0
"18915","seq18916",-0.351781,0
"18916","seq18917",-0.154785,67
"18917","seq18918",-0.26802,37.5
"18918","seq18919",-0.254784,48.8
"18919","seq18920",-0.218678,59.1
"18920","seq18921",-0.300684,0
"18921","seq18922",-0.233046,45.5
"18922","seq18923",-0.375808,0
"18923","seq18924",-0.324859,45.5
"18924","seq18925",-0.318904,0
"18925","seq18926",-0.308078,39.2
"18926","seq18927",-0.350933,0
"18927","seq18928",-0.257537,58.1
"18928","seq18929",-0.327525,0
"18929","seq18930",-0.29714,0
"18930","seq18931",-0.26945,0
"18931","seq18932",-0.296296,0
"18932","seq18933",-0.289045,0
"18933","seq18934",-0.273822,42.1
"18934","seq18935",-0.303198,42.4
"18935","seq18936",-0.325805,0
"18936","seq18937",-0.325283,0
"18937","seq18938",-0.201097,76.9
"18938","seq18939",-0.337687,53.7
"18939","seq18940",-0.401549,0
"18940","seq18941",-0.276462,55.4
"18941","seq18942",-0.376973,0
"18942","seq18943",-0.321952,0
"18943","seq18944",-0.357014,0
"18944","seq18945",-0.154113,63.2
"18945","seq18946",-0.304958,0
"18946","seq18947",-0.31305,0
"18947","seq18948",-0.347453,78.6
"18948","seq18949",-0.3223,47.2
"18949","seq18950",-0.381365,0
"18950","seq18951",-0.246795,48.5
"18951","seq18952",-0.297288,0
"18952","seq18953",-0.335966,0
"18953","seq18954",-0.252809,0
"18954","seq18955",-0.314318,59.1
"18955","seq18956",-0.15582,81.5
"18956","seq18957",-0.268097,39.8
"18957","seq18958",-0.15499,63.8
"18958","seq18959",-0.264071,55.4
"18959","seq18960",-0.209285,40.7
"18960","seq18961",-0.302204,0
"18961","seq18962",-0.273076,0
"18962","seq18963",-0.292695,76.3
"18963","seq18964",-0.287337,0
"18964","seq18965",-0.192544,82.2
"18965","seq18966",-0.304929,0
"18966","seq18967",-0.243553,53.3
"18967","seq18968",-0.28501,50.8
"18968","seq18969",-0.16753,74.8
"18969","seq18970",-0.329811,0
"18970","seq18971",-0.173897,61
"18971","seq18972",-0.327395,34.1
"18972","seq18973",-0.278442,45.2
"18973","seq18974",-0.291948,34
"18974","seq18975",-0.271416,0
"18975","seq18976",-0.374971,73.6
"18976","seq18977",-0.425395,0
"18977","seq18978",-0.276376,0
"18978","seq18979",-0.303983,0
"18979","seq18980",-0.266984,56.7
"18980","seq18981",-0.351367,0
"18981","seq18982",-0.297726,48
"18982","seq18983",-0.113383,73
"18983","seq18984",-0.112433,70.6
"18984","seq18985",-0.14946,61.6
"18985","seq18986",-0.279882,41.5
"18986","seq18987",-0.232488,0
"18987","seq18988",-0.246352,36.7
"18988","seq18989",-0.287924,34.1
"18989","seq18990",-0.303644,0
"18990","seq18991",-0.28577,0
"18991","seq18992",-0.418339,0
"18992","seq18993",-0.263238,57.9
"18993","seq18994",-0.33606,0
"18994","seq18995",-0.11557,72.1
"18995","seq18996",-0.293699,0
"18996","seq18997",-0.329582,46.3
"18997","seq18998",-0.368384,0
"18998","seq18999",-0.286456,0
"18999","seq19000",-0.398244,0
"19000","seq19001",-0.316133,0
"19001","seq19002",-0.299627,38.6
"19002","seq19003",-0.338525,0
"19003","seq19004",-0.258083,43.6
"19004","seq19005",-0.177273,59.8
"19005","seq19006",-0.371264,0
"19006","seq19007",-0.378787,0
"19007","seq19008",-0.312104,0
"19008","seq19009",-0.324157,0
"19009","seq19010",-0.261812,0
"19010","seq19011",-0.301234,43.6
"19011","seq19012",-0.324352,0
"19012","seq19013",-0.397799,0
"19013","seq19014",-0.345626,0
"19014","seq19015",-0.401625,0
"19015","seq19016",-0.319861,0
"19016","seq19017",-0.238017,45
"19017","seq19018",-0.406616,0
"19018","seq19019",-0.351238,41.4
"19019","seq19020",-0.223082,45
"19020","seq19021",-0.329261,0
"19021","seq19022",-0.349948,0
"19022","seq19023",-0.330425,0
"19023","seq19024",-0.319542,0
"19024","seq19025",-0.249008,0
"19025","seq19026",-0.264197,33.3
"19026","seq19027",-0.292715,0
"19027","seq19028",-0.296312,0
"19028","seq19029",-0.397842,0
"19029","seq19030",-0.279639,0
"19030","seq19031",-0.357267,41.4
"19031","seq19032",-0.318335,43.7
"19032","seq19033",-0.349012,0
"19033","seq19034",-0.331956,0
"19034","seq19035",-0.237264,34.1
"19035","seq19036",-0.335774,0
"19036","seq19037",-0.235275,0
"19037","seq19038",-0.367593,0
"19038","seq19039",-0.16503,68
"19039","seq19040",-0.167202,64.1
"19040","seq19041",-0.230844,42.9
"19041","seq19042",-0.331784,0
"19042","seq19043",-0.282328,0
"19043","seq19044",-0.348388,0
"19044","seq19045",-0.334434,41.9
"19045","seq19046",-0.178591,75.4
"19046","seq19047",-0.342297,0
"19047","seq19048",-0.106711,75
"19048","seq19049",-0.305037,50.9
"19049","seq19050",-0.402633,0
"19050","seq19051",-0.341248,40.8
"19051","seq19052",-0.246994,43.1
"19052","seq19053",-0.29772,0
"19053","seq19054",-0.303173,0
"19054","seq19055",-0.248026,44.6
"19055","seq19056",-0.17267,46.7
"19056","seq19057",-0.201564,53.3
"19057","seq19058",-0.282228,41.9
"19058","seq19059",-0.248563,29.9
"19059","seq19060",-0.195287,48.2
"19060","seq19061",-0.356149,0
"19061","seq19062",-0.211424,85.2
"19062","seq19063",-0.257845,49.1
"19063","seq19064",-0.383929,41.4
"19064","seq19065",-0.326301,0
"19065","seq19066",-0.385121,0
"19066","seq19067",-0.343012,39.3
"19067","seq19068",-0.345918,0
"19068","seq19069",-0.375685,0
"19069","seq19070",-0.156198,63.7
"19070","seq19071",-0.215467,45.9
"19071","seq19072",-0.344156,44.6
"19072","seq19073",-0.191583,51.6
"19073","seq19074",-0.30924,0
"19074","seq19075",-0.306577,0
"19075","seq19076",-0.319432,0
"19076","seq19077",-0.353426,0
"19077","seq19078",-0.367057,0
"19078","seq19079",-0.389274,0
"19079","seq19080",-0.317365,0
"19080","seq19081",-0.337445,0
"19081","seq19082",-0.269985,40.7
"19082","seq19083",-0.297174,0
"19083","seq19084",-0.445602,0
"19084","seq19085",-0.404395,0
"19085","seq19086",-0.311238,0
"19086","seq19087",-0.330658,0
"19087","seq19088",-0.346965,0
"19088","seq19089",-0.368104,0
"19089","seq19090",-0.302948,0
"19090","seq19091",-0.284801,0
"19091","seq19092",-0.237583,43
"19092","seq19093",-0.353896,0
"19093","seq19094",-0.177093,75.9
"19094","seq19095",-0.219071,49.3
"19095","seq19096",-0.361111,0
"19096","seq19097",-0.381537,0
"19097","seq19098",-0.316584,0
"19098","seq19099",-0.327023,0
"19099","seq19100",-0.287579,45.6
"19100","seq19101",-0.255711,89.3
"19101","seq19102",-0.376697,0
"19102","seq19103",-0.391545,0
"19103","seq19104",-0.363642,35.4
"19104","seq19105",-0.292944,46
"19105","seq19106",-0.259421,0
"19106","seq19107",-0.312155,37
"19107","seq19108",-0.330681,0
"19108","seq19109",-0.323234,42
"19109","seq19110",-0.20979,52.4
"19110","seq19111",-0.338176,0
"19111","seq19112",-0.318447,0
"19112","seq19113",-0.27614,36.7
"19113","seq19114",-0.329665,0
"19114","seq19115",-0.350012,0
"19115","seq19116",-0.179251,70.3
"19116","seq19117",-0.291299,0
"19117","seq19118",-0.145,68
"19118","seq19119",-0.373203,0
"19119","seq19120",-0.256557,0
"19120","seq19121",-0.267823,0
"19121","seq19122",-0.356824,0
"19122","seq19123",-0.299053,0
"19123","seq19124",-0.377778,0
"19124","seq19125",-0.264656,47
"19125","seq19126",-0.296916,29.5
"19126","seq19127",-0.289704,0
"19127","seq19128",-0.286643,46
"19128","seq19129",-0.318364,0
"19129","seq19130",-0.378243,0
"19130","seq19131",-0.257009,0
"19131","seq19132",-0.209591,54.8
"19132","seq19133",-0.274613,0
"19133","seq19134",-0.153937,63
"19134","seq19135",-0.283835,0
"19135","seq19136",-0.284576,52.9
"19136","seq19137",-0.333492,0
"19137","seq19138",-0.242099,59.7
"19138","seq19139",-0.238171,48.4
"19139","seq19140",-0.173,64
"19140","seq19141",-0.273827,70.6
"19141","seq19142",-0.174915,73.6
"19142","seq19143",-0.305551,0
"19143","seq19144",-0.369766,0
"19144","seq19145",-0.19383,54.4
"19145","seq19146",-0.340848,0
"19146","seq19147",-0.19993,63.2
"19147","seq19148",-0.245921,59.8
"19148","seq19149",-0.276087,40
"19149","seq19150",-0.251585,0
"19150","seq19151",-0.387095,60.6
"19151","seq19152",-0.266173,45.5
"19152","seq19153",-0.280309,37.5
"19153","seq19154",-0.317418,0
"19154","seq19155",-0.388415,30.8
"19155","seq19156",-0.38828,41.4
"19156","seq19157",-0.35381,0
"19157","seq19158",-0.301278,0
"19158","seq19159",-0.187076,57.7
"19159","seq19160",-0.104763,64.4
"19160","seq19161",-0.28413,38.1
"19161","seq19162",-0.289258,0
"19162","seq19163",-0.303995,0
"19163","seq19164",-0.336214,0
"19164","seq19165",-0.18318,88
"19165","seq19166",-0.346021,0
"19166","seq19167",-0.321321,0
"19167","seq19168",-0.290101,39
"19168","seq19169",-0.414992,0
"19169","seq19170",-0.317309,0
"19170","seq19171",-0.298032,60.8
"19171","seq19172",-0.144212,68.7
"19172","seq19173",-0.286838,0
"19173","seq19174",-0.127131,82.5
"19174","seq19175",-0.298545,43.6
"19175","seq19176",-0.132744,87.9
"19176","seq19177",-0.204922,41.5
"19177","seq19178",-0.241372,53.4
"19178","seq19179",-0.1577,75
"19179","seq19180",-0.341444,0
"19180","seq19181",-0.321084,0
"19181","seq19182",-0.071995,80
"19182","seq19183",-0.209707,65.1
"19183","seq19184",-0.4669,66.7
"19184","seq19185",-0.142963,65.2
"19185","seq19186",-0.268328,0
"19186","seq19187",-0.280597,0
"19187","seq19188",-0.308411,0
"19188","seq19189",-0.374229,0
"19189","seq19190",-0.208757,60.2
"19190","seq19191",-0.312434,0
"19191","seq19192",-0.349457,0
"19192","seq19193",-0.320468,42.9
"19193","seq19194",-0.13642,78
"19194","seq19195",-0.348355,0
"19195","seq19196",-0.244641,0
"19196","seq19197",-0.351774,0
"19197","seq19198",-0.343611,0
"19198","seq19199",-0.291448,47.5
"19199","seq19200",-0.370887,41.5
"19200","seq19201",-0.154933,68.3
"19201","seq19202",-0.293309,0
"19202","seq19203",-0.277465,0
"19203","seq19204",-0.36306,44.6
"19204","seq19205",-0.186998,64.6
"19205","seq19206",-0.141157,58.2
"19206","seq19207",-0.240237,46.2
"19207","seq19208",-0.308969,0
"19208","seq19209",-0.102866,63.2
"19209","seq19210",-0.276187,37.7
"19210","seq19211",-0.299868,0
"19211","seq19212",-0.276882,0
"19212","seq19213",-0.168161,67.3
"19213","seq19214",-0.31405,0
"19214","seq19215",-0.371323,36.4
"19215","seq19216",-0.268616,51.4
"19216","seq19217",-0.173761,44.7
"19217","seq19218",-0.377468,0
"19218","seq19219",-0.317683,0
"19219","seq19220",-0.101732,75
"19220","seq19221",-0.39893,61.1
"19221","seq19222",-0.376343,0
"19222","seq19223",-0.27333,0
"19223","seq19224",-0.37039,0
"19224","seq19225",-0.342667,0
"19225","seq19226",-0.368837,0
"19226","seq19227",-0.373662,0
"19227","seq19228",-0.336991,0
"19228","seq19229",-0.403202,0
"19229","seq19230",-0.340694,0
"19230","seq19231",-0.329513,35.5
"19231","seq19232",-0.252831,47.8
"19232","seq19233",-0.19583,59.8
"19233","seq19234",-0.252148,44.3
"19234","seq19235",-0.342675,61.3
"19235","seq19236",-0.319458,0
"19236","seq19237",-0.359875,0
"19237","seq19238",-0.302181,41
"19238","seq19239",-0.260398,70.7
"19239","seq19240",-0.364563,0
"19240","seq19241",-0.305759,0
"19241","seq19242",-0.275346,0
"19242","seq19243",-0.206782,38.7
"19243","seq19244",-0.213246,47.4
"19244","seq19245",-0.418883,0
"19245","seq19246",-0.33124,0
"19246","seq19247",-0.341979,0
"19247","seq19248",-0.337509,0
"19248","seq19249",-0.301863,45.8
"19249","seq19250",-0.320481,0
"19250","seq19251",-0.202474,65.7
"19251","seq19252",-0.305104,0
"19252","seq19253",-0.262107,0
"19253","seq19254",-0.316002,0
"19254","seq19255",-0.240625,43.2
"19255","seq19256",-0.326965,0
"19256","seq19257",-0.111551,83.6
"19257","seq19258",-0.305683,0
"19258","seq19259",-0.248922,56.3
"19259","seq19260",-0.322919,0
"19260","seq19261",-0.322908,28.1
"19261","seq19262",-0.132506,64.4
"19262","seq19263",-0.495595,45.3
"19263","seq19264",-0.239126,45.1
"19264","seq19265",-0.365827,0
"19265","seq19266",-0.294141,49.2
"19266","seq19267",-0.339736,0
"19267","seq19268",-0.268471,0
"19268","seq19269",-0.319045,43.5
"19269","seq19270",-0.32331,62.8
"19270","seq19271",-0.336082,42.9
"19271","seq19272",-0.327432,41.9
"19272","seq19273",-0.271143,0
"19273","seq19274",-0.343372,0
"19274","seq19275",-0.272054,0
"19275","seq19276",-0.141173,75.4
"19276","seq19277",-0.356976,0
"19277","seq19278",-0.403073,46.9
"19278","seq19279",-0.203098,54.6
"19279","seq19280",-0.361351,0
"19280","seq19281",-0.375913,0
"19281","seq19282",-0.28705,0
"19282","seq19283",-0.35462,0
"19283","seq19284",-0.297687,0
"19284","seq19285",-0.239446,49.5
"19285","seq19286",-0.323326,0
"19286","seq19287",-0.393003,33.6
"19287","seq19288",-0.34126,55.8
"19288","seq19289",-0.284611,0
"19289","seq19290",-0.43224,0
"19290","seq19291",-0.133218,74.6
"19291","seq19292",-0.314418,0
"19292","seq19293",-0.32768,0
"19293","seq19294",-0.273555,0
"19294","seq19295",-0.263993,0
"19295","seq19296",-0.247732,55
"19296","seq19297",-0.264732,50.8
"19297","seq19298",-0.33334,0
"19298","seq19299",-0.148286,58.1
"19299","seq19300",-0.250113,58
"19300","seq19301",-0.306582,0
"19301","seq19302",-0.327121,0
"19302","seq19303",-0.324261,27.1
"19303","seq19304",-0.2897,46.2
"19304","seq19305",-0.270877,0
"19305","seq19306",-0.353998,0
"19306","seq19307",-0.347362,0
"19307","seq19308",-0.29106,27.7
"19308","seq19309",-0.160765,54.6
"19309","seq19310",-0.142332,57.7
"19310","seq19311",-0.301957,0
"19311","seq19312",-0.340391,0
"19312","seq19313",-0.262447,40.7
"19313","seq19314",-0.250945,41.8
"19314","seq19315",-0.352517,0
"19315","seq19316",-0.397104,0
"19316","seq19317",-0.31255,0
"19317","seq19318",-0.252731,41.7
"19318","seq19319",-0.256531,0
"19319","seq19320",-0.332687,45.7
"19320","seq19321",-0.285125,0
"19321","seq19322",-0.220516,60
"19322","seq19323",-0.343832,0
"19323","seq19324",-0.231591,53.6
"19324","seq19325",-0.361108,33.8
"19325","seq19326",-0.301638,0
"19326","seq19327",-0.168675,54.1
"19327","seq19328",-0.255423,39.1
"19328","seq19329",-0.295212,39.5
"19329","seq19330",-0.255329,0
"19330","seq19331",-0.200064,55.2
"19331","seq19332",-0.389315,0
"19332","seq19333",-0.351178,0
"19333","seq19334",-0.271742,49.5
"19334","seq19335",-0.352253,30.8
"19335","seq19336",-0.184692,53.3
"19336","seq19337",-0.275983,0
"19337","seq19338",-0.321607,0
"19338","seq19339",-0.315563,36.1
"19339","seq19340",-0.422718,0
"19340","seq19341",-0.178327,72.7
"19341","seq19342",-0.307901,0
"19342","seq19343",-0.2615,69.4
"19343","seq19344",-0.166427,64.3
"19344","seq19345",-0.368276,0
"19345","seq19346",-0.306127,0
"19346","seq19347",-0.375086,0
"19347","seq19348",-0.215153,50
"19348","seq19349",-0.346495,0
"19349","seq19350",-0.243709,47.1
"19350","seq19351",-0.299006,0
"19351","seq19352",-0.338834,0
"19352","seq19353",-0.314869,0
"19353","seq19354",-0.417718,35.5
"19354","seq19355",-0.339689,0
"19355","seq19356",-0.456167,0
"19356","seq19357",-0.114358,68.4
"19357","seq19358",-0.326465,0
"19358","seq19359",-0.296805,0
"19359","seq19360",-0.389136,48.9
"19360","seq19361",-0.342939,0
"19361","seq19362",-0.139357,67.6
"19362","seq19363",-0.264356,0
"19363","seq19364",-0.424413,0
"19364","seq19365",-0.306221,0
"19365","seq19366",-0.18228,40.5
"19366","seq19367",-0.193531,58.5
"19367","seq19368",-0.358418,76.3
"19368","seq19369",-0.217982,61.1
"19369","seq19370",-0.468632,0
"19370","seq19371",-0.257483,57.4
"19371","seq19372",-0.323911,45.9
"19372","seq19373",-0.332696,0
"19373","seq19374",-0.170698,67.1
"19374","seq19375",-0.284083,31.1
"19375","seq19376",-0.287592,0
"19376","seq19377",-0.29153,0
"19377","seq19378",-0.310427,36.8
"19378","seq19379",-0.317111,40.9
"19379","seq19380",-0.347207,40.9
"19380","seq19381",-0.380815,36.1
"19381","seq19382",-0.202054,55.9
"19382","seq19383",-0.304058,0
"19383","seq19384",-0.364507,0
"19384","seq19385",-0.38026,37.3
"19385","seq19386",-0.326883,0
"19386","seq19387",-0.313001,0
"19387","seq19388",-0.299113,0
"19388","seq19389",-0.30486,0
"19389","seq19390",-0.285024,0
"19390","seq19391",-0.265665,36.7
"19391","seq19392",-0.290539,0
"19392","seq19393",-0.322338,38
"19393","seq19394",-0.240701,46.4
"19394","seq19395",-0.1569,57.3
"19395","seq19396",-0.253804,43.7
"19396","seq19397",-0.356264,0
"19397","seq19398",-0.233808,53.1
"19398","seq19399",-0.318592,31
"19399","seq19400",-0.36661,0
"19400","seq19401",-0.288836,0
"19401","seq19402",-0.302337,0
"19402","seq19403",-0.243106,45.8
"19403","seq19404",-0.256797,41.8
"19404","seq19405",-0.311394,0
"19405","seq19406",-0.27838,0
"19406","seq19407",-0.344954,0
"19407","seq19408",-0.278062,52.4
"19408","seq19409",-0.197649,56.6
"19409","seq19410",-0.305197,34.7
"19410","seq19411",-0.359961,0
"19411","seq19412",-0.318413,0
"19412","seq19413",-0.310203,31.2
"19413","seq19414",-0.230568,55.8
"19414","seq19415",-0.2803,67.1
"19415","seq19416",-0.216067,44.6
"19416","seq19417",-0.408521,0
"19417","seq19418",-0.243317,36.5
"19418","seq19419",-0.364602,0
"19419","seq19420",-0.298156,0
"19420","seq19421",-0.229803,44.4
"19421","seq19422",-0.271949,0
"19422","seq19423",-0.248959,61.3
"19423","seq19424",-0.353833,40
"19424","seq19425",-0.347651,0
"19425","seq19426",-0.274783,66
"19426","seq19427",-0.284637,0
"19427","seq19428",-0.262036,50.4
"19428","seq19429",-0.286509,0
"19429","seq19430",-0.207461,56.1
"19430","seq19431",-0.319162,0
"19431","seq19432",-0.209096,39.5
"19432","seq19433",-0.319183,0
"19433","seq19434",-0.293131,0
"19434","seq19435",-0.306048,0
"19435","seq19436",-0.317391,0
"19436","seq19437",-0.264923,0
"19437","seq19438",-0.421494,84.9
"19438","seq19439",-0.328182,48.5
"19439","seq19440",-0.182563,48.5
"19440","seq19441",-0.140862,64.5
"19441","seq19442",-0.273562,34.5
"19442","seq19443",-0.271025,78.7
"19443","seq19444",-0.3755,0
