"","seqid","score","%id"
"4286","seq_4286",-0.161938,0
"4287","seq_4287",-0.176873,0
"4288","seq_4288",-0.451103,0
"4289","seq_4289",-0.26927,92.9
"4290","seq_4290",-0.142363,93.5
"4291","seq_4291",-0.314049,61.5
"4292","seq_4292",-0.158039,0
"4293","seq_4293",-0.333785,0
"4294","seq_4294",-0.186165,0
"4295","seq_4295",-0.139355,78.8
"4296","seq_4296",-0.249373,0
"4297","seq_4297",-0.220467,0
"4298","seq_4298",-0.143002,0
"4299","seq_4299",-0.169188,0
"4300","seq_4300",-0.299406,0
"4301","seq_4301",-0.448945,0
"4302","seq_4302",-0.213686,0
"4303","seq_4303",-0.332309,0
"4304","seq_4304",-0.379005,0
"4305","seq_4305",-0.292887,45.7
"4306","seq_4306",-0.140431,96.2
"4307","seq_4307",-0.26706,0
"4308","seq_4308",-0.363573,96.1
"4309","seq_4309",-0.141026,0
"4310","seq_4310",-0.109751,0
"4311","seq_4311",-0.097098,83.7
"4312","seq_4312",-0.222805,0
"4313","seq_4313",-0.349134,0
"4314","seq_4314",-0.422104,0
"4315","seq_4315",-0.367498,0
"4316","seq_4316",-0.094544,92.9
"4317","seq_4317",-0.236622,80
"4318","seq_4318",-0.428031,0
"4319","seq_4319",-0.233784,0
"4320","seq_4320",-0.300704,0
"4321","seq_4321",-0.518142,98
"4322","seq_4322",-0.054903,89.9
"4323","seq_4323",-0.454252,96
"4324","seq_4324",-0.244088,97.5
"4325","seq_4325",-0.403409,48.9
"4326","seq_4326",-0.341029,0
"4327","seq_4327",-0.207215,60.5
"4328","seq_4328",-0.194524,77.4
"4329","seq_4329",-0.053698,97.6
"4330","seq_4330",-0.167361,94.7
"4331","seq_4331",-0.307837,0
"4332","seq_4332",-0.27837,48.9
"4333","seq_4333",-0.256588,0
"4334","seq_4334",-0.309363,0
"4335","seq_4335",-0.396128,0
"4336","seq_4336",-0.228084,0
"4337","seq_4337",-0.245091,0
"4338","seq_4338",-0.208318,0
"4339","seq_4339",-0.129993,0
"4340","seq_4340",-0.286301,0
"4341","seq_4341",-0.378926,0
"4342","seq_4342",-0.430453,96
"4343","seq_4343",-0.268164,0
"4344","seq_4344",-0.306451,0
"4345","seq_4345",-0.29537,0
"4346","seq_4346",-0.10627,91.6
"4347","seq_4347",-0.213687,0
"4348","seq_4348",-0.243861,41.8
"4349","seq_4349",-0.144127,0
"4350","seq_4350",-0.363154,0
"4351","seq_4351",-0.202889,0
"4352","seq_4352",-0.194554,0
"4353","seq_4353",-0.159292,56.3
"4354","seq_4354",-0.19946,47.1
"4355","seq_4355",-0.310193,70
"4356","seq_4356",-0.2697,92.9
"4357","seq_4357",-0.240788,87.1
"4358","seq_4358",-0.107127,0
"4359","seq_4359",-0.201869,59.3
"4360","seq_4360",-0.315957,61.4
"4361","seq_4361",-0.186503,0
"4362","seq_4362",-0.309415,99
"4363","seq_4363",-0.3775,51.8
"4364","seq_4364",-0.309486,0
"4365","seq_4365",-0.171431,75
"4366","seq_4366",-0.208192,58.6
"4367","seq_4367",-0.222333,0
"4368","seq_4368",-0.144554,67.4
"4369","seq_4369",-0.308479,35.7
"4370","seq_4370",-0.313492,0
"4371","seq_4371",-0.287912,37.9
"4372","seq_4372",-0.234538,0
"4373","seq_4373",-0.088031,0
"4374","seq_4374",-0.264142,0
"4375","seq_4375",-0.159564,67.7
"4376","seq_4376",-0.318971,0
"4377","seq_4377",-0.290834,0
"4378","seq_4378",-0.434815,66.7
"4379","seq_4379",-0.031009,0
"4380","seq_4380",-0.336999,56.2
"4381","seq_4381",-0.352822,0
"4382","seq_4382",-0.2091,51.6
"4383","seq_4383",-0.126558,0
"4384","seq_4384",-0.203885,76.5
"4385","seq_4385",-0.378136,0
"4386","seq_4386",-0.263608,0
"4387","seq_4387",-0.196412,0
"4388","seq_4388",-0.397204,35.4
"4389","seq_4389",-0.36676,0
"4390","seq_4390",-0.281992,0
"4391","seq_4391",-0.374051,44.6
"4392","seq_4392",-0.302312,0
"4393","seq_4393",-0.177387,0
"4394","seq_4394",-0.218746,0
"4395","seq_4395",-0.098394,0
"4396","seq_4396",-0.350529,0
"4397","seq_4397",-0.126123,69.8
"4398","seq_4398",-0.436216,0
"4399","seq_4399",-0.476283,78.4
"4400","seq_4400",-0.25787,0
"4401","seq_4401",-0.167922,0
"4402","seq_4402",-0.2382,0
"4403","seq_4403",-0.186064,0
"4404","seq_4404",-0.496151,50.6
"4405","seq_4405",-0.131274,79.4
"4406","seq_4406",-0.339288,52.9
"4407","seq_4407",-0.270147,0
"4408","seq_4408",-0.293583,53.5
"4409","seq_4409",-0.198806,0
"4410","seq_4410",-0.225892,50.9
"4411","seq_4411",-0.313975,0
"4412","seq_4412",-0.416628,52.1
"4413","seq_4413",-0.28613,71.7
"4414","seq_4414",-0.157935,0
"4415","seq_4415",-0.181287,0
"4416","seq_4416",-0.189574,0
"4417","seq_4417",-0.317523,40.2
"4418","seq_4418",-0.437781,98
"4419","seq_4419",-0.267927,0
"4420","seq_4420",-0.347553,0
"4421","seq_4421",-0.226416,0
"4422","seq_4422",-0.21083,0
"4423","seq_4423",-0.352775,0
"4424","seq_4424",-0.379874,0
"4425","seq_4425",-0.34911,58.5
"4426","seq_4426",-0.261991,41.5
"4427","seq_4427",-0.31403,0
"4428","seq_4428",-0.196919,57.6
"4429","seq_4429",-0.216586,0
"4430","seq_4430",-0.411446,0
"4431","seq_4431",-0.17084,0
"4432","seq_4432",-0.156499,0
"4433","seq_4433",-0.265712,0
"4434","seq_4434",-0.168497,0
"4435","seq_4435",-0.265613,34.7
"4436","seq_4436",-0.252389,91.9
"4437","seq_4437",-0.250145,0
"4438","seq_4438",-0.285309,100
"4439","seq_4439",-0.057223,0
"4440","seq_4440",-0.31409,0
"4441","seq_4441",-0.341308,35.1
"4442","seq_4442",-0.416445,97.7
"4443","seq_4443",-0.11845,0
"4444","seq_4444",-0.247016,0
"4445","seq_4445",-0.291138,0
"4446","seq_4446",-0.305276,0
"4447","seq_4447",-0.315987,34.8
"4448","seq_4448",-0.441225,59.5
"4449","seq_4449",-0.079825,0
"4450","seq_4450",-0.178316,0
"4451","seq_4451",-0.381608,0
"4452","seq_4452",-0.236921,0
"4453","seq_4453",-0.204233,0
"4454","seq_4454",-0.365932,0
"4455","seq_4455",-0.393764,0
"4456","seq_4456",-0.237761,45.3
"4457","seq_4457",-0.100294,0
"4458","seq_4458",-0.280074,0
"4459","seq_4459",-0.433215,0
"4460","seq_4460",-0.121062,0
"4461","seq_4461",-0.310824,0
"4462","seq_4462",-0.309965,0
"4463","seq_4463",-0.279026,0
"4464","seq_4464",-0.144232,91.7
"4465","seq_4465",-0.350061,0
"4466","seq_4466",-0.239733,0
"4467","seq_4467",-0.164396,0
"4468","seq_4468",-0.304295,0
"4469","seq_4469",-0.077035,0
"4470","seq_4470",-0.449774,100
"4471","seq_4471",-0.199162,0
"4472","seq_4472",-0.43661,97
"4473","seq_4473",-0.349606,0
"4474","seq_4474",-0.236072,49.1
"4475","seq_4475",-0.229247,70.7
"4476","seq_4476",-0.21012,0
"4477","seq_4477",-0.128138,95.1
"4478","seq_4478",-0.434907,0
"4479","seq_4479",-0.08346,81.8
"4480","seq_4480",-0.410251,0
"4481","seq_4481",-0.187612,80.8
"4482","seq_4482",-0.26367,0
"4483","seq_4483",-0.388315,99
"4484","seq_4484",-0.384962,0
"4485","seq_4485",-0.221152,0
"4486","seq_4486",-0.364451,33.8
"4487","seq_4487",-0.078937,0
"4488","seq_4488",-0.453236,0
"4489","seq_4489",-0.40576,67.9
"4490","seq_4490",-0.418456,49.4
"4491","seq_4491",-0.336516,0
"4492","seq_4492",-0.384346,69.7
"4493","seq_4493",-0.128275,76.1
"4494","seq_4494",-0.310975,0
"4495","seq_4495",-0.27628,44.6
"4496","seq_4496",-0.35578,0
"4497","seq_4497",-0.154383,0
"4498","seq_4498",-0.400588,0
"4499","seq_4499",-0.169278,52.2
"4500","seq_4500",-0.331171,0
"4501","seq_4501",-0.235941,0
"4502","seq_4502",-0.161105,75.3
"4503","seq_4503",-0.247119,0
"4504","seq_4504",-0.318752,45
"4505","seq_4505",-0.353342,0
"4506","seq_4506",-0.411191,0
"4507","seq_4507",-0.249568,0
"4508","seq_4508",-0.229098,0
"4509","seq_4509",-0.148315,0
"4510","seq_4510",-0.175389,75
"4511","seq_4511",-0.36608,0
"4512","seq_4512",-0.226801,0
"4513","seq_4513",-0.259711,56.7
"4514","seq_4514",-0.252118,0
"4515","seq_4515",-0.367322,0
"4516","seq_4516",-0.142708,84.6
"4517","seq_4517",-0.196887,66
"4518","seq_4518",-0.435026,0
"4519","seq_4519",-0.471153,87.9
"4520","seq_4520",-0.314611,0
"4521","seq_4521",-0.410186,98
"4522","seq_4522",-0.384237,0
"4523","seq_4523",-0.329359,0
"4524","seq_4524",-0.184598,0
"4525","seq_4525",-0.195567,59.4
"4526","seq_4526",-0.27348,47.8
"4527","seq_4527",-0.416716,99
"4528","seq_4528",-0.443347,72.6
"4529","seq_4529",-0.147161,0
"4530","seq_4530",-0.201405,58.2
"4531","seq_4531",-0.193461,0
"4532","seq_4532",-0.248724,0
"4533","seq_4533",-0.276119,0
"4534","seq_4534",-0.325686,0
"4535","seq_4535",-0.078926,38.4
"4536","seq_4536",-0.233773,0
"4537","seq_4537",-0.330452,0
"4538","seq_4538",-0.305897,0
"4539","seq_4539",-0.301535,0
"4540","seq_4540",-0.439638,33.8
"4541","seq_4541",-0.103376,0
"4542","seq_4542",-0.342896,32.5
"4543","seq_4543",-0.479938,94.9
"4544","seq_4544",-0.229879,0
"4545","seq_4545",-0.379868,46.7
"4546","seq_4546",-0.229265,71.9
"4547","seq_4547",-0.462545,99
"4548","seq_4548",-0.236029,0
"4549","seq_4549",-0.212403,58.8
"4550","seq_4550",-0.297484,0
"4551","seq_4551",-0.195749,0
"4552","seq_4552",-0.263757,0
"4553","seq_4553",-0.119807,0
"4554","seq_4554",-0.286536,0
"4555","seq_4555",-0.200262,0
"4556","seq_4556",-0.120893,0
"4557","seq_4557",-0.418715,0
"4558","seq_4558",-0.180872,56.3
"4559","seq_4559",-0.145274,0
"4560","seq_4560",-0.336939,0
"4561","seq_4561",-0.13156,78.9
"4562","seq_4562",-0.398344,0
"4563","seq_4563",-0.249337,0
"4564","seq_4564",-0.259706,0
"4565","seq_4565",-0.215112,68.2
"4566","seq_4566",-0.185084,90.2
"4567","seq_4567",-0.200393,0
"4568","seq_4568",-0.370621,0
"4569","seq_4569",-0.293116,0
"4570","seq_4570",-0.213864,73.3
"4571","seq_4571",-0.246992,0
"4572","seq_4572",-0.245566,0
"4573","seq_4573",-0.172054,0
"4574","seq_4574",-0.06328,0
"4575","seq_4575",-0.086985,0
"4576","seq_4576",-0.108294,0
"4577","seq_4577",-0.183614,0
"4578","seq_4578",-0.270772,0
"4579","seq_4579",-0.137498,0
"4580","seq_4580",-0.243409,0
"4581","seq_4581",-0.112678,71.3
"4582","seq_4582",-0.17575,0
"4583","seq_4583",-0.416887,0
"4584","seq_4584",-0.286175,0
"4585","seq_4585",-0.426379,67.6
"4586","seq_4586",-0.163991,0
"4587","seq_4587",-0.311007,0
"4588","seq_4588",-0.391096,60.5
"4589","seq_4589",-0.163899,0
"4590","seq_4590",-0.315287,0
"4591","seq_4591",-0.365745,0
"4592","seq_4592",-0.173497,0
"4593","seq_4593",-0.37886,99
"4594","seq_4594",-0.432595,92.9
"4595","seq_4595",-0.114013,62.6
"4596","seq_4596",-0.286484,44.6
"4597","seq_4597",-0.131595,0
"4598","seq_4598",-0.1701,0
"4599","seq_4599",-0.176752,75.8
"4600","seq_4600",-0.091173,0
"4601","seq_4601",-0.214947,50.5
"4602","seq_4602",-0.234026,0
"4603","seq_4603",-0.163982,56.3
"4604","seq_4604",-0.240558,0
"4605","seq_4605",-0.32611,0
"4606","seq_4606",-0.131488,67
"4607","seq_4607",-0.42079,0
"4608","seq_4608",-0.129743,0
"4609","seq_4609",-0.397926,48
"4610","seq_4610",-0.24715,0
"4611","seq_4611",-0.260767,0
"4612","seq_4612",-0.399096,100
"4613","seq_4613",-0.136614,68.8
"4614","seq_4614",-0.044913,0
"4615","seq_4615",-0.29693,0
"4616","seq_4616",-0.23004,0
"4617","seq_4617",-0.267029,0
"4618","seq_4618",-0.26921,0
"4619","seq_4619",-0.27969,79.2
"4620","seq_4620",-0.343455,0
"4621","seq_4621",-0.247049,67.1
"4622","seq_4622",-0.218829,59.6
"4623","seq_4623",-0.379649,0
"4624","seq_4624",-0.20817,54.9
"4625","seq_4625",-0.099532,0
"4626","seq_4626",-0.368855,0
"4627","seq_4627",-0.248051,0
"4628","seq_4628",-0.288252,0
"4629","seq_4629",-0.29863,0
"4630","seq_4630",-0.13499,0
"4631","seq_4631",-0.357279,41.8
"4632","seq_4632",-0.301612,0
"4633","seq_4633",-0.369262,0
"4634","seq_4634",-0.333185,56.4
"4635","seq_4635",-0.219993,62.8
"4636","seq_4636",-0.303247,0
"4637","seq_4637",-0.484128,100
"4638","seq_4638",-0.274951,53.8
"4639","seq_4639",-0.273386,0
"4640","seq_4640",-0.386338,0
"4641","seq_4641",-0.307816,0
"4642","seq_4642",-0.354631,0
"4643","seq_4643",-0.436458,0
"4644","seq_4644",-0.027279,0
"4645","seq_4645",-0.436313,99
"4646","seq_4646",-0.38207,0
"4647","seq_4647",-0.147677,49.2
"4648","seq_4648",-0.287872,0
"4649","seq_4649",-0.151233,0
"4650","seq_4650",-0.099231,73.8
"4651","seq_4651",-0.275756,59.8
"4652","seq_4652",-0.295491,34.5
"4653","seq_4653",-0.082263,58.2
"4654","seq_4654",-0.304766,0
"4655","seq_4655",-0.430735,98
"4656","seq_4656",-0.361574,0
"4657","seq_4657",-0.255751,0
"4658","seq_4658",-0.295484,38.2
"4659","seq_4659",-0.281318,0
"4660","seq_4660",-0.364762,0
"4661","seq_4661",-0.178956,0
"4662","seq_4662",-0.158165,0
"4663","seq_4663",-0.149781,0
"4664","seq_4664",-0.18431,94.1
"4665","seq_4665",-0.324343,0
"4666","seq_4666",-0.040229,82.4
"4667","seq_4667",-0.42945,0
"4668","seq_4668",-0.306495,0
"4669","seq_4669",-0.27901,68.2
"4670","seq_4670",-0.387432,0
"4671","seq_4671",-0.115462,56.6
"4672","seq_4672",-0.17818,0
"4673","seq_4673",-0.213703,85.7
"4674","seq_4674",-0.273165,50.6
"4675","seq_4675",-0.138542,57.7
"4676","seq_4676",-0.10042,0
"4677","seq_4677",-0.237038,43.2
"4678","seq_4678",-0.191453,0
"4679","seq_4679",-0.234277,74.2
"4680","seq_4680",-0.375343,40.2
"4681","seq_4681",-0.209826,0
"4682","seq_4682",-0.174189,0
"4683","seq_4683",-0.295739,0
"4684","seq_4684",-0.129252,0
"4685","seq_4685",-0.193924,0
"4686","seq_4686",-0.316192,61.3
"4687","seq_4687",-0.438078,97.9
"4688","seq_4688",-0.27843,0
"4689","seq_4689",-0.165635,0
"4690","seq_4690",-0.237003,0
"4691","seq_4691",-0.521946,100
"4692","seq_4692",-0.216839,63.2
"4693","seq_4693",-0.503994,98
"4694","seq_4694",-0.267524,0
"4695","seq_4695",-0.448361,65.7
"4696","seq_4696",-0.22335,0
"4697","seq_4697",-0.266442,0
"4698","seq_4698",-0.264261,0
"4699","seq_4699",-0.174779,0
"4700","seq_4700",-0.285453,46.4
"4701","seq_4701",-0.176735,0
"4702","seq_4702",-0.326373,62.7
"4703","seq_4703",-0.270499,0
"4704","seq_4704",-0.296761,0
"4705","seq_4705",-0.251807,89.2
"4706","seq_4706",-0.265561,0
"4707","seq_4707",-0.211458,0
"4708","seq_4708",-0.294053,0
"4709","seq_4709",-0.318331,0
"4710","seq_4710",-0.091043,79.4
"4711","seq_4711",-0.21826,0
"4712","seq_4712",-0.398774,0
"4713","seq_4713",-0.160508,49.4
"4714","seq_4714",-0.197827,59.8
"4715","seq_4715",-0.292945,0
"4716","seq_4716",-0.394771,98
"4717","seq_4717",-0.392563,0
"4718","seq_4718",-0.213737,52.1
"4719","seq_4719",-0.38545,98
"4720","seq_4720",-0.211943,0
"4721","seq_4721",-0.402312,0
"4722","seq_4722",-0.12351,91.7
"4723","seq_4723",-0.287369,0
"4724","seq_4724",-0.12524,0
"4725","seq_4725",-0.140142,63.2
"4726","seq_4726",-0.133533,86
"4727","seq_4727",-0.332038,0
"4728","seq_4728",-0.263622,0
"4729","seq_4729",-0.368134,0
"4730","seq_4730",-0.308463,73
"4731","seq_4731",-0.359695,47.8
"4732","seq_4732",-0.341222,75.6
"4733","seq_4733",-0.230159,61.1
"4734","seq_4734",-0.289815,0
"4735","seq_4735",-0.121028,0
"4736","seq_4736",-0.19476,59.6
"4737","seq_4737",-0.157804,0
"4738","seq_4738",-0.337845,0
"4739","seq_4739",-0.127848,83.8
"4740","seq_4740",-0.257425,0
"4741","seq_4741",-0.23443,0
"4742","seq_4742",-0.234884,0
"4743","seq_4743",-0.430034,88.1
"4744","seq_4744",-0.471793,69.2
"4745","seq_4745",-0.346353,0
"4746","seq_4746",-0.108571,56.5
"4747","seq_4747",-0.385187,90.9
"4748","seq_4748",-0.171048,64.8
"4749","seq_4749",-0.145146,0
"4750","seq_4750",-0.22932,0
"4751","seq_4751",-0.228252,27.1
"4752","seq_4752",-0.341209,68
"4753","seq_4753",-0.102127,0
"4754","seq_4754",-0.099723,0
"4755","seq_4755",-0.279516,0
"4756","seq_4756",-0.102716,94.4
"4757","seq_4757",-0.357963,0
"4758","seq_4758",-0.302555,36.4
"4759","seq_4759",-0.337291,0
"4760","seq_4760",-0.196602,0
"4761","seq_4761",-0.457892,94.9
"4762","seq_4762",-0.274483,0
"4763","seq_4763",-0.265982,54.4
"4764","seq_4764",-0.181516,58.8
"4765","seq_4765",-0.293411,0
"4766","seq_4766",-0.251146,0
"4767","seq_4767",-0.15539,0
"4768","seq_4768",-0.188372,0
"4769","seq_4769",-0.116504,84.1
"4770","seq_4770",-0.167841,0
"4771","seq_4771",-0.271492,0
"4772","seq_4772",-0.292156,0
"4773","seq_4773",-0.22582,70.2
"4774","seq_4774",-0.183853,0
"4775","seq_4775",-0.107387,75.8
"4776","seq_4776",-0.322065,0
"4777","seq_4777",-0.070395,0
"4778","seq_4778",-0.085966,0
"4779","seq_4779",-0.439652,56.8
"4780","seq_4780",-0.339619,97
"4781","seq_4781",-0.17877,73.5
"4782","seq_4782",-0.349487,94.6
"4783","seq_4783",-0.217827,0
"4784","seq_4784",-0.409117,83.7
"4785","seq_4785",-0.203298,53.5
"4786","seq_4786",-0.246253,0
"4787","seq_4787",-0.102219,0
"4788","seq_4788",-0.233863,0
"4789","seq_4789",-0.433134,0
"4790","seq_4790",-0.181387,0
"4791","seq_4791",-0.338098,65.6
"4792","seq_4792",-0.385637,35.4
"4793","seq_4793",-0.198973,91
"4794","seq_4794",-0.262188,0
"4795","seq_4795",-0.412419,100
"4796","seq_4796",-0.279407,0
"4797","seq_4797",-0.223913,85.5
"4798","seq_4798",-0.294671,0
"4799","seq_4799",-0.114725,97.8
"4800","seq_4800",-0.421819,0
"4801","seq_4801",-0.449774,100
"4802","seq_4802",-0.138727,0
"4803","seq_4803",-0.224241,61.1
"4804","seq_4804",-0.256565,39.7
"4805","seq_4805",-0.17185,94.9
"4806","seq_4806",-0.38634,97
"4807","seq_4807",-0.269859,66.7
"4808","seq_4808",-0.289027,0
"4809","seq_4809",-0.123236,45.8
"4810","seq_4810",-0.112438,0
"4811","seq_4811",-0.217283,0
"4812","seq_4812",-0.2207,0
"4813","seq_4813",-0.193252,84.6
"4814","seq_4814",-0.200378,0
"4815","seq_4815",-0.408052,40.3
"4816","seq_4816",-0.206199,0
"4817","seq_4817",-0.224694,60.7
"4818","seq_4818",-0.120723,0
"4819","seq_4819",-0.370218,0
"4820","seq_4820",-0.258096,0
"4821","seq_4821",-0.236576,0
"4822","seq_4822",-0.26847,0
"4823","seq_4823",-0.153268,71.8
"4824","seq_4824",-0.20689,0
"4825","seq_4825",-0.394339,0
"4826","seq_4826",-0.382054,39.1
"4827","seq_4827",-0.330868,0
"4828","seq_4828",-0.081082,0
"4829","seq_4829",-0.132624,80.6
"4830","seq_4830",-0.216061,0
"4831","seq_4831",-0.222191,0
"4832","seq_4832",-0.323238,77.3
"4833","seq_4833",-0.07568,66.2
"4834","seq_4834",-0.195296,64.6
"4835","seq_4835",-0.494213,56.1
"4836","seq_4836",-0.167308,60
"4837","seq_4837",-0.223739,36.4
"4838","seq_4838",-0.247635,0
"4839","seq_4839",-0.293098,0
"4840","seq_4840",-0.275345,0
"4841","seq_4841",-0.170222,0
"4842","seq_4842",-0.227036,0
"4843","seq_4843",-0.242081,0
"4844","seq_4844",-0.315095,0
"4845","seq_4845",-0.264481,0
"4846","seq_4846",-0.21148,0
"4847","seq_4847",-0.222958,0
"4848","seq_4848",-0.154787,69.1
"4849","seq_4849",-0.208617,72.7
"4850","seq_4850",-0.201342,64
"4851","seq_4851",-0.181108,0
"4852","seq_4852",-0.153194,0
"4853","seq_4853",-0.252109,0
"4854","seq_4854",-0.185786,68.8
"4855","seq_4855",-0.270793,0
"4856","seq_4856",-0.325274,0
"4857","seq_4857",-0.245802,89.6
"4858","seq_4858",-0.153455,57.6
"4859","seq_4859",-0.113145,0
"4860","seq_4860",-0.157774,75
"4861","seq_4861",-0.245234,0
"4862","seq_4862",-0.17394,0
"4863","seq_4863",-0.111079,0
"4864","seq_4864",-0.341687,0
"4865","seq_4865",-0.262855,0
"4866","seq_4866",-0.215188,55.4
"4867","seq_4867",-0.247109,76.7
"4868","seq_4868",-0.137813,0
"4869","seq_4869",-0.101239,0
"4870","seq_4870",-0.326174,0
"4871","seq_4871",-0.208848,0
"4872","seq_4872",-0.406671,87
"4873","seq_4873",-0.229081,0
"4874","seq_4874",-0.193132,0
"4875","seq_4875",-0.327602,0
"4876","seq_4876",-0.396667,56.4
"4877","seq_4877",-0.268996,62.2
"4878","seq_4878",-0.33585,0
"4879","seq_4879",-0.234731,0
"4880","seq_4880",-0.462881,92.9
"4881","seq_4881",-0.328731,0
"4882","seq_4882",-0.283175,0
"4883","seq_4883",-0.315996,0
"4884","seq_4884",-0.258261,0
"4885","seq_4885",-0.285738,0
"4886","seq_4886",-0.2844,54
"4887","seq_4887",-0.302828,0
"4888","seq_4888",-0.214569,71.9
"4889","seq_4889",-0.507424,98
"4890","seq_4890",-0.242941,0
"4891","seq_4891",-0.184432,0
"4892","seq_4892",-0.120557,0
"4893","seq_4893",-0.220041,0
"4894","seq_4894",-0.384944,76
"4895","seq_4895",-0.378588,93.8
"4896","seq_4896",-0.425946,0
"4897","seq_4897",-0.215408,37.1
"4898","seq_4898",-0.241353,37.3
"4899","seq_4899",-0.265487,0
"4900","seq_4900",-0.235135,52.7
"4901","seq_4901",-0.29002,42.1
"4902","seq_4902",-0.160665,86.7
"4903","seq_4903",-0.370923,44.6
"4904","seq_4904",-0.302931,53.5
"4905","seq_4905",-0.311541,0
"4906","seq_4906",-0.350231,0
"4907","seq_4907",-0.231962,0
"4908","seq_4908",-0.12674,0
"4909","seq_4909",-0.434345,65.2
"4910","seq_4910",-0.354935,0
"4911","seq_4911",-0.366678,0
"4912","seq_4912",-0.226897,50
"4913","seq_4913",-0.372375,0
"4914","seq_4914",-0.519183,98
"4915","seq_4915",-0.518357,98
"4916","seq_4916",-0.282427,0
"4917","seq_4917",-0.214394,85.2
"4918","seq_4918",-0.250549,0
"4919","seq_4919",-0.180383,0
"4920","seq_4920",-0.330178,0
"4921","seq_4921",-0.189349,62.4
"4922","seq_4922",-0.191404,71
"4923","seq_4923",-0.114525,0
"4924","seq_4924",-0.412557,0
"4925","seq_4925",-0.211846,0
"4926","seq_4926",-0.148136,0
"4927","seq_4927",-0.285405,0
"4928","seq_4928",-0.38157,0
"4929","seq_4929",-0.234988,0
"4930","seq_4930",-0.295539,0
"4931","seq_4931",-0.178161,66.7
"4932","seq_4932",-0.397524,0
"4933","seq_4933",-0.114804,49.3
"4934","seq_4934",-0.245639,0
"4935","seq_4935",-0.237354,70.8
"4936","seq_4936",-0.270135,0
"4937","seq_4937",-0.162967,55.3
"4938","seq_4938",-0.271701,0
"4939","seq_4939",-0.110214,95.2
"4940","seq_4940",-0.078533,0
"4941","seq_4941",-0.159847,0
"4942","seq_4942",-0.229971,0
"4943","seq_4943",-0.432334,0
"4944","seq_4944",-0.153459,49.5
"4945","seq_4945",-0.432256,0
"4946","seq_4946",-0.070314,0
"4947","seq_4947",-0.410263,0
"4948","seq_4948",-0.452017,97
"4949","seq_4949",-0.23243,81.1
"4950","seq_4950",-0.351971,0
"4951","seq_4951",-0.222337,94.9
"4952","seq_4952",-0.219254,0
"4953","seq_4953",-0.257624,0
"4954","seq_4954",-0.167769,0
"4955","seq_4955",-0.167425,0
"4956","seq_4956",-0.306381,0
"4957","seq_4957",-0.218177,73.7
"4958","seq_4958",-0.18237,0
"4959","seq_4959",-0.285493,0
"4960","seq_4960",-0.055607,0
"4961","seq_4961",-0.272985,96.4
"4962","seq_4962",-0.470751,94.9
"4963","seq_4963",-0.165661,0
"4964","seq_4964",-0.211571,70
"4965","seq_4965",-0.222733,65.4
"4966","seq_4966",-0.43374,99
"4967","seq_4967",-0.464583,96
"4968","seq_4968",-0.241959,0
"4969","seq_4969",-0.185522,0
"4970","seq_4970",-0.125255,82.3
"4971","seq_4971",-0.303794,0
"4972","seq_4972",-0.200565,64.4
"4973","seq_4973",-0.177523,63.9
"4974","seq_4974",-0.189766,66.7
"4975","seq_4975",-0.283817,0
"4976","seq_4976",-0.091821,90.5
"4977","seq_4977",-0.386252,0
"4978","seq_4978",-0.333427,0
"4979","seq_4979",-0.412738,0
"4980","seq_4980",-0.200353,0
"4981","seq_4981",-0.467293,0
"4982","seq_4982",-0.076639,80.4
"4983","seq_4983",-0.227718,0
"4984","seq_4984",-0.223658,46.3
"4985","seq_4985",-0.366524,0
"4986","seq_4986",-0.447192,0
"4987","seq_4987",-0.397975,48.2
"4988","seq_4988",-0.386822,54.5
"4989","seq_4989",-0.277469,0
"4990","seq_4990",-0.261176,0
"4991","seq_4991",-0.084906,0
"4992","seq_4992",-0.289797,0
"4993","seq_4993",-0.154524,0
"4994","seq_4994",-0.437319,100
"4995","seq_4995",-0.287051,34.5
"4996","seq_4996",-0.167806,64.9
"4997","seq_4997",-0.127411,0
"4998","seq_4998",-0.152126,0
"4999","seq_4999",-0.139485,0
"5000","seq_5000",-0.285069,0
"5001","seq_5001",-0.212609,0
"5002","seq_5002",-0.252927,0
"5003","seq_5003",-0.260918,0
"5004","seq_5004",-0.421968,0
"5005","seq_5005",-0.201392,0
"5006","seq_5006",-0.223038,0
"5007","seq_5007",-0.164891,0
"5008","seq_5008",-0.282095,0
"5009","seq_5009",-0.274889,0
"5010","seq_5010",-0.230708,32.6
"5011","seq_5011",-0.480596,0
"5012","seq_5012",-0.397221,0
"5013","seq_5013",-0.427302,94.9
"5014","seq_5014",-0.272525,0
"5015","seq_5015",-0.226939,58
"5016","seq_5016",-0.335476,0
"5017","seq_5017",-0.108299,0
"5018","seq_5018",-0.235722,0
"5019","seq_5019",-0.265325,0
"5020","seq_5020",-0.133571,0
"5021","seq_5021",-0.199418,0
"5022","seq_5022",-0.380608,0
"5023","seq_5023",-0.218888,0
"5024","seq_5024",-0.416467,0
"5025","seq_5025",-0.228823,52.6
"5026","seq_5026",-0.199813,0
"5027","seq_5027",-0.083656,0
"5028","seq_5028",-0.437781,98
"5029","seq_5029",-0.25958,0
"5030","seq_5030",-0.264688,0
"5031","seq_5031",-0.337629,0
"5032","seq_5032",-0.213831,0
"5033","seq_5033",-0.14467,53.5
"5034","seq_5034",-0.168683,0
"5035","seq_5035",-0.204067,0
"5036","seq_5036",-0.148964,61.4
